45.992500	0.179649
82.946300	0.061754
121.029760	1.000000
122.031450	0.111597
122.036000	0.056842
148.038950	0.138950
151.027340	1.000000
152.034840	1.000000
153.037933	0.135667
159.028900	0.058246
159.034500	0.041058
166.015500	0.067368
176.034633	0.239209
177.040000	0.050424
179.046900	0.033952
194.045200	0.534893
195.049300	0.077854
219.038700	0.052037
221.054400	0.039129
237.055400	0.087939
249.050600	0.188786
257.033500	0.738604
258.037400	0.106091
259.027900	0.230738
321.003700	0.971359
322.007800	0.170633
323.002800	0.641791
